what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486042055921
failed,command,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externalTools.commands.OpenExternalToolsConfigurations",1486042055931
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486042061580
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486042099264
failed,command,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externalTools.commands.OpenExternalToolsConfigurations",1486042099264
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486042110931
started,bundle,com.zylin.embeddedcdt,4.11.1,"com.zylin.embeddedcdt",1486042127404
started,bundle,org.eclipse.cdt.launch,6.0.0.200909110608,"org.eclipse.cdt.launch",1486042127414
started,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.ui",1486042127474
started,bundle,org.eclipse.cdt.debug.mi.core,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.core",1486042127494
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486042226617
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486042234528
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486042248609
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486042362322
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486042364956
opened,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugView",1486042365427
opened,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.VariableView",1486042365917
activated,perspective,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugPerspective",1486042365957
opened,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.BreakpointView",1486042366067
opened,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.MemoryView",1486042366128
opened,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.RegisterView",1486042366148
opened,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.ModuleView",1486042366188
opened,editor,org.eclipse.cdt.debug.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1486042366348
activated,editor,org.eclipse.cdt.debug.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.ui.SourceNotFoundEditor",1486042366368
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1486042372366
