what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486042516504
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1486042516964
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486042520560
activated,perspective,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugPerspective",1486042520600
activated,perspective,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.CPerspective",1486042526959
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486042535030
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486042567998
error,log,,,"Failed command: target remote localhost:3333",1486042569200
error,log,,,"Failed command: monitor reset",1486042569300
error,log,,,"Failed command: monitor wait 500",1486042569400
error,log,,,"Failed command: monitor soft_reset_halt",1486042569500
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1486042570451
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1486042570491
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.asm.AsmEditor",1486042570501
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486042591201
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486042607374
error,log,,,"Failed command: target remote localhost:3333",1486042612782
error,log,,,"Failed command: monitor reset",1486042612882
error,log,,,"Failed command: monitor wait 500",1486042612982
error,log,,,"Failed command: monitor soft_reset_halt",1486042613083
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486042622897
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486042696943
error,log,,,"Failed command: target remote localhost:3333",1486042698225
error,log,,,"Failed command: monitor reset",1486042698325
error,log,,,"Failed command: monitor wait 500",1486042698425
