what,kind,bundleId,bundleVersion,description,time
java.version,sysinfo,,,"1.6.0_35",1486044723880
java.vm.info,sysinfo,,,"mixed mode, sharing",1486044723880
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1486044723880
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1486044723880
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1486044723880
java.vm.specification.version,sysinfo,,,"1.0",1486044723880
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1486044723880
java.vm.version,sysinfo,,,"20.10-b01",1486044723880
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1486044724912
started,bundle,org.eclipse.compare,3.5.2.r35x_20100113-0800,"org.eclipse.compare",1486044739112
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring",1486044742157
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486044742197
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486044746183
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1486044746193
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.rename",1486044746193
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.refresh",1486044749087
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1486044754374
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1486044803655
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486044809754
started,bundle,org.eclipse.cdt.debug.core,6.0.0.200909110608,"org.eclipse.cdt.debug.core",1486044813970
started,bundle,org.eclipse.cdt.launch,6.0.0.200909110608,"org.eclipse.cdt.launch",1486044813970
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486044814220
executed,command,org.eclipse.ltk.ui.refactoring,3.4.101.r352_v20100209,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1486044814230
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.rename",1486044814230
started,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1486044829823
