what,kind,bundleId,bundleVersion,description,time
java.version,sysinfo,,,"1.6.0_35",1486047488126
java.vm.info,sysinfo,,,"mixed mode, sharing",1486047488126
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1486047488126
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1486047488126
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1486047488126
java.vm.specification.version,sysinfo,,,"1.0",1486047488126
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1486047488126
java.vm.version,sysinfo,,,"20.10-b01",1486047488126
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486047494915
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486047498430
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1486047500563
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1486047505931
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1486047505981
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1486047522575
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1486047548693
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486047551246
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486047552598
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486047566859
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486047569032
closed,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486047569112
stopped,bundle,org.eclipse.compare.win32,1.0.0.I20090430-0408,"org.eclipse.compare.win32",1486047569242
stopped,bundle,com.zylin.embeddedcdt,4.11.1,"com.zylin.embeddedcdt",1486047569422
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.ui",1486047569422
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.0.0.200909110608,"org.eclipse.cdt.dsf.gdb.ui",1486047569422
stopped,bundle,org.eclipse.cdt.dsf.ui,2.0.1.200909110608,"org.eclipse.cdt.dsf.ui",1486047569422
