what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486039376979
executed,command,org.eclipse.ui.ide,3.5.2.M20100113-0800,"org.eclipse.ui.project.cleanAction",1486039376979
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1486039407583
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools",1486039413932
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1486039416466
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486039467229
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486039476222
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.export",1486039476242
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486039480298
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486039519074
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.export",1486039519084
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486039530410
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486039537420
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.saveAs",1486039537440
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486039549467
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486039594091
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.import",1486039594091
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486039626718
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486039628591
closed,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486039628701
stopped,bundle,org.eclipse.compare.win32,1.0.0.I20090430-0408,"org.eclipse.compare.win32",1486039628811
stopped,bundle,com.zylin.embeddedcdt,4.11.1,"com.zylin.embeddedcdt",1486039628811
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.ui",1486039628811
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.0.0.200909110608,"org.eclipse.cdt.dsf.gdb.ui",1486039628811
stopped,bundle,org.eclipse.cdt.dsf.ui,2.0.1.200909110608,"org.eclipse.cdt.dsf.ui",1486039628811
