what,kind,bundleId,bundleVersion,description,time
java.version,sysinfo,,,"1.6.0_35",1486041362975
java.vm.info,sysinfo,,,"mixed mode, sharing",1486041362975
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1486041362975
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1486041362975
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1486041362975
java.vm.specification.version,sysinfo,,,"1.0",1486041362975
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1486041362975
java.vm.version,sysinfo,,,"20.10-b01",1486041362975
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1486041485862
started,bundle,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui",1486041496557
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools",1486041496577
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486041499291
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486041670858
failed,command,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externalTools.commands.OpenExternalToolsConfigurations",1486041670878
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486041674643
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486041787455
started,bundle,org.eclipse.cdt.debug.core,6.0.0.200909110608,"org.eclipse.cdt.debug.core",1486041787726
started,bundle,org.eclipse.cdt.debug.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.ui",1486041787736
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1486041787736
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486041799983
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486042013971
failed,command,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externalTools.commands.OpenExternalToolsConfigurations",1486042013981
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486042018798
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486042023405
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486042028372
