what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools",1486044829833
started,bundle,org.eclipse.cdt.debug.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.ui",1486044840388
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1486044840398
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486044840428
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486044842591
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1486044842721
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1486044842721
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1486044844864
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1486044844904
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1486044863061
opened,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1486044865084
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1486044865114
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1486044874707
closed,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1486044874707
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486044920583
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486044922286
error,log,,,"Variable references non-existent resource : ${workspace_loc:/2148}",1486044923447
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486044923658
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486044926001
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486044939841
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486045054756
failed,command,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externalTools.commands.OpenExternalToolsConfigurations",1486045054766
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1486045068495
started,bundle,com.zylin.embeddedcdt,4.11.1,"com.zylin.embeddedcdt",1486045074622
started,bundle,org.eclipse.cdt.debug.mi.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.mi.ui",1486045074691
